dataset_id,dataset_title,source_file,mode,task_id,plain_minmax,reask_minmax,delta,n_valid_scores,task,instruction,difficulty,metadata_skill,metadata_domain,shift_direction,original_difficulty,problem,subject,level,level_label,model,category,second_turn,primary_tag,secondary_tags,primary_group,wildbench_id,session_id
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,HEURISTIC,2,0.6666666666666666,0.875,0.20833333333333337,1,"Please suggest a few papers to consider based on the search term given. The names of the papers should be listed.
Input: Topic: scaling law + machine learning",1.0,expert level knowledge,"[""Factuality"", ""Comprehension"", ""Readability""]","[""Technology"", ""Coding""]",high,easy,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,HEURISTIC,5,0.7708333333333334,0.8958333333333334,0.125,1,Design a medium-level sudoku puzzle.,1.0,expert level knowledge,"[""Insightfulness"", ""Commonsense Understanding"", ""Comprehension""]","[""Math""]",high,easy,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,HEURISTIC,16,0.7083333333333334,0.7916666666666666,0.08333333333333326,1,The median survival time to AIDS and death was established by following:,1.0,expert level knowledge,"[""Comprehension"", ""Factuality"", ""Completeness""]","[""Health"", ""Natural Science""]",high,easy,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,HEURISTIC,19,0.1458333333333333,0.5416666666666666,0.39583333333333337,1,"You will be presented with a document containing 10 sentences. The document\nwill begin with a sentence written by a human. As some point within the \ndocument, the sentences will transition from being written by a human writer to \nbeing generated by a computer. Your goal is to guess this boundary by writing\ndown the first sentence that you think is machine generated.\nEUROPE FRANCE: MERCENARY ACQUITTED -- Bob Denard, a 70-year-old soldier of fortune, was acquitted by a court in Paris of charges that he killed President Ahmed Abdallah of the Comoros Islands in 1989. The verdict came after Denard's lawyer argued that his client had been framed for the killing and that the case against him was politically motivated. The trial began on Nov. 20, 1990, with Denard being charged with murder and attempted murder. He was accused of shooting Abdallah as he left a hotel where he was staying. A witness testified that Denard fired at least three shots from an automatic rifle. But prosecutors said there were no witnesses to the incident or any evidence linking Denard to the crime scene. Denard denied involvement in the killing but admitted firing at Abdallah. He also claimed that he was not present when the president was shot. A French judge ruled that Denard could be tried only if he returned to France within 30 days. Denard refused to return to France and instead fled to the Comoros Islands.",0.75,expert level knowledge,"[""Comprehension"", ""Commonsense Understanding"", ""Conciseness""]","[""Social Science"", ""History""]",high,hard,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,HEURISTIC,20,0.8541666666666666,0.875,0.02083333333333337,1,"Predict the discourse marker continuation\n""Preferably, an amplifier within a current sensor is used to control the rate that a switch can charge an external capacitor....""
    ""Namely, an amplifier within a current sensor is used to control the rate that a switch can charge an external capacitor....""
    ""Absolutely, an amplifier within a current sensor is used to control the rate that a switch can charge an external capacitor....""
    ""In the end, an amplifier within a current sensor is used to control the rate that a switch can charge an external capacitor....""
    ""Secondly, an amplifier within a current sensor is used to control the rate that a switch can charge an external capacitor....""
    ""Normally, an amplifier within a current sensor is used to control the rate that a switch can charge an external capacitor....""
    ""Frequently, an amplifier within a current sensor is used to control the rate that a switch can charge an external capacitor....""
    ""Technically, an amplifier within a current sensor is used to control the rate that a switch can charge an external capacitor....""
    ""Eventually, an amplifier within a current sensor is used to control the rate that a switch can charge an external capacitor....""
    ""Meaning, an amplifier within a current sensor is used to control the rate that a switch can charge an external capacitor....""",1.0,expert level knowledge,"[""Comprehension"", ""Insightfulness"", ""Readability""]","[""Technology""]",high,hard,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,HEURISTIC,23,0.3333333333333333,0.8125,0.4791666666666667,1,"In the following chess position, find a checkmate-in-one move.\n1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 Nf6 5. Nc3 Qe7 6. Bd3 d5 7. O-O dxe4 8. Re1 Be6 9. Nxe6 fxe6 10. Bxe4 Nxe4 11. Nxe4 Nd7 12. Bg5 Qb4 13. Qg4 Qd4 14. Qxe6+ Be7 15.",1.0,expert level knowledge,"[""Logical Correctness"", ""Commonsense Understanding"", ""Conciseness""]","[""Culture""]",high,hard,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,HEURISTIC,27,0.25,0.4166666666666667,0.16666666666666669,1,"For the text below, a word may have been replaced to produce a potential hallucination. Read the text below, determine if there is a hallucination, and identify the word if one exists.\n\nborn in ustie nad oravou ( extinct village ) in the arva county of the kingdom of hungary ( present - day slovakia ) . his father ' s parents were canvas workers who moved to banik in the end of the 19th century . here , karol lived from his earliest childhood . primary schools and gymnasiums in banik . after studying in seminary ( oszeminarium ) in esztergom and seminary in volk , he worked as a chaplain in barcin , kolarovice , bukovac , and turzovka , where he was appointed as a pastor . he had this position for more than 40 years . during his stay in turzovka , he intensively devoted himself to historical research especially on the history of turzovka and kysuce . he is buried in the church cemetery there .",0.5,expert level knowledge,"[""Comprehension"", ""Completeness"", ""Readability""]","[""History""]",high,hard,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,HEURISTIC,31,0.3333333333333333,0.6041666666666666,0.2708333333333333,1,Please let me know all available entities for the provided question.\nQuestion: Who were employed by University College London? Exclude those educated at Balliol College.,0.5,expert level knowledge,"[""Factuality"", ""Comprehension"", ""Readability""]","[""Social Science"", ""Humanities""]",high,hard,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,HEURISTIC,36,0.0208333333333333,0.0416666666666666,0.0208333333333333,1,"In the following chess position, find a checkmate-in-one move.\n1. g3 d6 2. Bg2 c5 3. d3 b6 4. Nf3 Nc6 5. O-O Bb7 6. b3 f6 7. c4 e5 8. Bb2 Nge7 9. d4 Ng6 10. d5 Nce7 11. Nc3 Nf5 12. Qc2 Nd4 13. Nxd4 cxd4 14. Ne4 Be7 15. Qd3 O-O 16. e3 Qc7 17. exd4 Rad8 18. dxe5 dxe5 19. Kh1 Bd6 20. Rfc1 Ne7 21. c5 bxc5 22. Nxc5 Bxc5 23. Bd4 e4 24. Bxc5 exd3 25. Bxe7 Qxe7 26. Rc3 Qe2 27. Rf1 d2 28. Re3 Qxf1+ 29. Bxf1 d1=Q 30. Re2",0.0,expert level knowledge,"[""Logical Correctness"", ""Commonsense Understanding"", ""Completeness""]","[""Culture""]",high,easy,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,HEURISTIC,37,0.8541666666666666,0.9166666666666666,0.0625,1,"Complete this code properly.\nCode: sets entity content as a parameter list . this method is mutually exclusive with #settext string , #setbinary byte , #setstream java.io.inputstream , #setserializable java.io.serializable , #setfile java.io.file methods . concode_field_sep File file concode_elem_sep boolean gzipCompress concode_elem_sep InputStream stream concode_elem_sep byte[] binary concode_elem_sep String contentEncoding concode_elem_sep boolean chunked concode_elem_sep String text concode_elem_sep List<NameValuePair> parameters concode_elem_sep Serializable serializable concode_elem_sep ContentType contentType concode_field_sep EntityBuilder setBinary concode_elem_sep String getContentEncoding concode_elem_sep boolean isGzipCompress concode_elem_sep EntityBuilder setStream concode_elem_sep String getText concode_elem_sep void clearContent concode_elem_sep EntityBuilder setContentEncoding concode_elem_sep EntityBuilder chunked concode_elem_sep EntityBuilder setSerializable concode_elem_sep File getFile concode_elem_sep Serializable getSerializable concode_elem_sep EntityBuilder setFile concode_elem_sep boolean isChunked concode_elem_sep EntityBuilder gzipCompress concode_elem_sep HttpEntity build concode_elem_sep List<NameValuePair> getParameters concode_elem_sep EntityBuilder create concode_elem_sep ContentType getContentType concode_elem_sep ContentType getContentOrDefault concode_elem_sep byte[] getBinary concode_elem_sep InputStream getStream concode_elem_sep EntityBuilder setContentType concode_elem_sep EntityBuilder setText",1.0,expert level knowledge,"[""Logical Robustness"", ""Logical Efficiency"", ""Comprehension""]","[""Coding""]",high,easy,,,,,,,,,,,,
